Time	TX	txGrid	RX	rxGrid	MHz	Watts	SNR	drift	k	az	mode	k/W	spotQ	version
2026-06-06 21:36	KD3CCO	FN10cs	K5MO	FM05	14.097096	10	5	0	598	191	WSPR2	60	69	WD_3.2.3
2026-06-06 21:36	KD3CCO	FN10cs	DG5DH	JO41ds	14.09713	10	-14	0	6335	47	WSPR2	634	380	v1.2.113
2026-06-06 21:36	KD3CCO	FN10cs	G4ZFQ	IO90ir	14.097096	10	-4	0	5768	51	WSPR2	577	511	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	AF7KR	DM45dg	14.097099	10	-1	0	3014	269	WSPR2	301	292	WD_3.3.2-1
2026-06-06 21:36	KD3CCO	FN10cs	KB7GF	DN06ta	14.097101	10	-11	0	3294	294	WSPR2	329	226	WD_3.2.3
2026-06-06 21:36	KD3CCO	FN10cs	WA2N	EM85ll	14.097096	10	-5	0	746	220	WSPR2	75	64	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	KF6ZEO	CM87sr	14.097096	10	-25	0	3819	280	WSPR2	382	109	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	DK4RW/1	JO40oe	14.097096	10	5	0	6471	49	WSPR2	647	739	
2026-06-06 21:36	KD3CCO	FN10cs	HB9VQQ/KE	JN47kh	14.097096	10	1	0	6599	52	WSPR2	660	679	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	KP4MD	CM98iq	14.097096	10	-11	0	3689	281	WSPR2	369	253	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	KB9AMG	EN52tx	14.097104	10	3	0	909	289	WSPR2	91	99	1.6.1-deve
2026-06-06 21:36	KD3CCO	FN10cs	K6VZK	DM13nh	14.097096	10	-4	0	3536	269	WSPR2	354	314	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	W1CK-1	DM13ie	14.097096	10	-7	0	3577	269	WSPR2	358	286	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	EA8BFK	IL38bo	14.097096	10	4	0	5868	82	WSPR2	587	654	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	N5TNL	EM25ui	14.097096	10	-24	0	1562	253	WSPR2	156	49	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	PA1JMS	JO21cx	14.097096	10	-19	0	6071	48	WSPR2	607	277	
2026-06-06 21:36	KD3CCO	FN10cs	OE3GBB/P	JN87aq	14.097096	10	4	0	7042	49	WSPR2	704	784	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	DD5XX	JN48ps	14.097111	10	0	0	6549	50	WSPR2	655	655	
2026-06-06 21:36	KD3CCO	FN10cs	DH2WS	JO30rr	14.097096	10	-22	0	6333	49	WSPR2	633	235	1.4A Kiwi
2026-06-06 21:36	KD3CCO	FN10cs	HB9VQQ/RE	JN47kh	14.097102	10	2	0	6599	52	WSPR2	660	698	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	K9TRV-5	EN82bi	14.097099	10	3	0	536	291	WSPR2	54	59	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	VK5ARG	PF95ht	14.097096	10	-14	0	16744	271	WSPR2	1674	1004	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	WA7LNW	DM37gd	14.097111	10	-6	0	3089	274	WSPR2	309	256	RP122-16
2026-06-06 21:36	KD3CCO	FN10cs	KQ9RSS	EM59nu	14.097093	10	12	0	945	267	WSPR2	95	128	2.7.0
2026-06-06 21:36	KD3CCO	FN10cs	EB5TC	IM99tk	14.097092	10	-18	0	6356	64	WSPR2	636	309	
2026-06-06 21:36	KD3CCO	FN10cs	W7WKR-2	CN98pi	14.097099	10	-14	0	3455	299	WSPR2	346	208	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	W1CK	DM13ie	14.097096	10	-10	0	3577	269	WSPR2	358	256	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	EA1FAQ	IN71pn	14.097153	10	-1	0	5923	63	WSPR2	592	575	v1.2.113
2026-06-06 21:36	KD3CCO	FN10cs	VK7JJ	QE38lr	14.097096	10	-19	0	16303	254	WSPR2	1630	745	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	DC1RDB	JN58ss	14.097096	10	-13	0	6694	49	WSPR2	669	421	RP122-16
2026-06-06 21:36	KD3CCO	FN10cs	K6PZB	CM88nk	14.097096	10	-22	0	3828	281	WSPR2	383	142	WD_3.1.7
2026-06-06 21:36	KD3CCO	FN10cs	N6GN5	DN70ll	14.097096	10	-7	0	2291	278	WSPR2	229	183	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	PD0OHW	JO33lc	14.097096	10	-2	0	6191	46	WSPR2	619	584	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	G4HZX	IO91xk	14.097096	10	3	0	5821	50	WSPR2	582	632	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	PA2JH	JO22xk	14.097088	10	-16	0	6160	47	WSPR2	616	334	
2026-06-06 21:36	KD3CCO	FN10cs	K9TRV-2	EN82bi	14.097099	10	5	0	536	291	WSPR2	54	62	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	HB9GZW	JN47bj	14.0971	10	-15	0	6545	52	WSPR2	655	374	WD_3.1.7
2026-06-06 21:36	KD3CCO	FN10cs	K9TRV	EN82bi	14.097097	10	4	0	536	291	WSPR2	54	60	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	DK8JP/1	JO31gk	14.097103	10	-28	0	6242	48	WSPR2	624	125	
2026-06-06 21:36	KD3CCO	FN10cs	WA3TTS	EN90xn	14.097091	10	-18	0	191	264	WSPR2	19	9	2.6.1
2026-06-06 21:36	KD3CCO	FN10cs	PI4RSZ	JO21hp	14.097165	10	-10	0	6111	49	WSPR2	611	436	WD_3.3.2-1
2026-06-06 21:36	KD3CCO	FN10cs	V51RS	JG87ql	14.097097	10	-16	0	12037	104	WSPR2	1204	654	1.4A Kiwi
2026-06-06 21:36	KD3CCO	FN10cs	KJ6MKI	CM88oi	14.097096	10	-19	0	3825	281	WSPR2	383	175	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	W1EUJ	DM13nh	14.097096	10	-6	0	3536	269	WSPR2	354	293	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	N3FKZ	EM13qc	14.097104	10	-18	0	1873	249	WSPR2	187	91	2.7.0
2026-06-06 21:36	KD3CCO	FN10cs	HB9VQQ/RL	JN47kh	14.097097	10	5	0	6599	52	WSPR2	660	754	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	G4HZX/L	IO91xk	14.097096	10	-6	0	5821	50	WSPR2	582	482	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	K9TRV-4	EN82bi	14.097096	10	4	0	536	291	WSPR2	54	60	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	KX4AZ/T	EN74gc	14.097096	10	18	0	730	303	WSPR2	73	111	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	DJ6DK	JN48fw	14.097112	10	4	0	6487	50	WSPR2	649	723	2.7.0-rc3
2026-06-06 21:36	KD3CCO	FN10cs	DL0PF	JN68rn	14.097096	10	1	0	6828	49	WSPR2	683	703	v1.2.114
2026-06-06 21:36	KD3CCO	FN10cs	KG0D	CN88ka	14.0971	10	1	0	3636	298	WSPR2	364	374	SparkSDR
2026-06-06 21:36	KD3CCO	FN10cs	KK7IXU	CN88no	14.097096	10	-5	0	3613	299	WSPR2	361	309	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	PA5KT-15	JO11wl	14.097092	10	-11	0	6071	49	WSPR2	607	416	CWSL_DIGI
2026-06-06 21:36	KD3CCO	FN10cs	WA0WRG	EN35lc	14.097147	10	-15	0	1329	296	WSPR2	133	76	2.6.1
2026-06-06 21:36	KD3CCO	FN10cs	DK8FT/A	JN58oe	14.097098	10	-8	0	6704	50	WSPR2	670	517	RP125-14
2026-06-06 21:36	KD3CCO	FN10cs	EA8/DF4UE	IL38bp	14.097097	10	-4	0	5866	82	WSPR2	587	520	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	PI4THT	JO32kf	14.097102	10	-10	0	6226	47	WSPR2	623	445	0.6
2026-06-06 21:36	KD3CCO	FN10cs	K4FMH	EM52aa	14.0971	10	0	0	1458	232	WSPR2	146	146	v1.2.49
2026-06-06 21:36	KD3CCO	FN10cs	AC0G/ND	EN16ov	14.097096	10	4	0	1664	300	WSPR2	166	185	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	DL2ZZ	JO31lo	14.097095	10	-6	0	6260	48	WSPR2	626	519	
2026-06-06 21:36	KD3CCO	FN10cs	DJ2DS-1	JO33sn	14.097096	10	-17	0	6206	46	WSPR2	621	319	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	AC0G	EM38ww	14.097096	10	2	0	1239	265	WSPR2	124	131	WD_4.0
2026-06-06 21:36	KD3CCO	FN10cs	W7EL	CN85ol	14.097113	10	-4	0	3641	294	WSPR2	364	322	2.6.1
2026-06-06 21:36	KD3CCO	FN10cs	F62000	JO10jg	14.097132	10	-17	0	6054	51	WSPR2	605	311	v1.2.115
2026-06-06 21:36	KD3CCO	FN10cs	KD8UTJ	EL98pj	14.097116	10	-16	0	1401	192	WSPR2	140	76	v1.3.0-dev
2026-06-06 21:36	KD3CCO	FN10cs	N5MN	EM10dr	14.09711	10	-14	0	2108	244	WSPR2	211	127	2.6.1
2026-06-06 21:36	KD3CCO	FN10cs	HA5GB	JN97ba	14.097186	10	-19	0	7214	48	WSPR2	721	330	RP125-14
2026-06-06 21:36	KD3CCO	FN10cs	KM0R	DM43eh	14.097097	10	-21	0	3094	265	WSPR2	309	124	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	W0AY	DN26	14.097201	10	-10	0	3035	295	WSPR2	304	217	
2026-06-06 21:36	KD3CCO	FN10cs	DL6OW-WTM	JO33uo	14.097053	10	-22	1	6214	46	WSPR2	621	231	1.4A Kiwi
2026-06-06 21:36	KD3CCO	FN10cs	DG7SFI-2	JO54ed	14.097092	10	-19	0	6347	44	WSPR2	635	290	
2026-06-06 21:36	KD3CCO	FN10cs	F4VTQ/R	JN28ux	14.097096	10	-15	0	6305	51	WSPR2	631	361	RP122-16
2026-06-06 21:36	KD3CCO	FN10cs	M9PSY	IO86ha	14.097096	10	-15	0	5456	45	WSPR2	546	312	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	AA0O	EL87pq	14.09713	10	-21	0	1523	199	WSPR2	152	61	CWSL_DIGI
2026-06-06 21:36	KD3CCO	FN10cs	HB9TUP	JN36qx	14.097105	10	-1	0	6516	53	WSPR2	652	633	3.0.1
2026-06-06 21:36	KD3CCO	FN10cs	OZ7IT	JO65df	14.097096	10	3	0	6405	42	WSPR2	641	696	2.5.2
2026-06-06 21:36	KD3CCO	FN10cs	F4VTQ/K	JN28ux	14.097001	10	-23	0	6305	51	WSPR2	631	216	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	W8APS	EN82it	14.097112	10	4	0	509	298	WSPR2	51	57	3.1.0
2026-06-06 21:36	KD3CCO	FN10cs	G8LCO	IO91vu	14.097121	10	-2	0	5794	50	WSPR2	579	546	
2026-06-06 21:36	KD3CCO	FN10cs	TA4/G8SCU	KM56vo	14.097089	10	-6	0	8818	50	WSPR2	882	731	SparkSDR
2026-06-06 21:36	KD3CCO	FN10cs	K7AMR	DM43fj	14.097101	10	-4	2	3083	266	WSPR2	308	273	2.6.1
2026-06-06 21:36	KD3CCO	FN10cs	KC1CIG	FN53bt	14.097124	10	-13	0	733	60	WSPR2	73	46	2.6.1
2026-06-06 21:36	KD3CCO	FN10cs	AE5AU	EM34rq	14.097098	10	-3	0	1460	247	WSPR2	146	133	SparkSDR
2026-06-06 21:36	KD3CCO	FN10cs	KK4GKF	CN87us	14.097097	10	-18	0	3576	298	WSPR2	358	174	v1.2.113
2026-06-06 21:36	KD3CCO	FN10cs	9A1FER	JN75xt	14.097122	10	-12	0	7149	51	WSPR2	715	470	2.7.0-rc3
2026-06-06 21:36	KD3CCO	FN10cs	G4ZJH	JO02rf	14.097098	10	-18	0	5886	49	WSPR2	589	286	
2026-06-06 21:36	KD3CCO	FN10cs	AJ4AV	EM73tw	14.097108	10	-21	0	956	219	WSPR2	96	38	v1.2.115
2026-06-06 21:36	KD3CCO	FN10cs	WD4ELG	FM06be	14.09714	10	1	0	541	200	WSPR2	54	56	2.7.0
2026-06-06 21:36	KD3CCO	FN10cs	N4JJS	FM05pn	14.097097	10	-22	0	585	188	WSPR2	59	22	1.4A Kiwi
2026-06-06 21:36	KD3CCO	FN10cs	DL3TU	JN48mm	14.097119	10	0	0	6546	51	WSPR2	655	655	
2026-06-06 21:36	KD3CCO	FN10cs	N0QBH	EN25lf	14.097096	10	-6	0	1484	295	WSPR2	148	123	2.7.0
2026-06-06 21:36	KD3CCO	FN10cs	VE5CRL	DO62rc	14.09713	10	-1	0	2514	310	WSPR2	251	244	3.0.0
2026-06-06 21:36	KD3CCO	FN10cs	KQ4DTX	EM78rc	14.097089	10	11	0	651	245	WSPR2	65	85	3.0.0
2026-06-06 21:36	KD3CCO	FN10cs	NJ6N	DM13dm	14.097107	10	-8	0	3596	270	WSPR2	360	278	v1.2.115
2026-06-06 21:36	KD3CCO	FN10cs	IU0OQM	JN62	14.097091	10	-13	0	7150	55	WSPR2	715	449	2.7.0
2026-06-06 21:36	KD3CCO	FN10cs	OE1ELW/8	JN66ro	14.097105	10	-6	0	6940	51	WSPR2	694	575	3.0.1
2026-06-06 21:36	KD3CCO	FN10cs	WESSEX	IO80qr	14.097099	10	9	0	5679	52	WSPR2	568	714	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	F4ASK	IN96ij	14.097038	10	-16	0	5949	57	WSPR2	595	323	2.6.1
2026-06-06 21:36	KD3CCO	FN10cs	F5178SWL	JN37km	14.09711	10	-20	0	6455	52	WSPR2	646	277	v1.2.115
2026-06-06 21:36	KD3CCO	FN10cs	WO2S	FM05pv	14.097097	10	-11	0	548	189	WSPR2	55	38	1.4A Kiwi
2026-06-06 21:36	KD3CCO	FN10cs	LA1ZM	JO38ig	14.097098	10	-1	0	5959	41	WSPR2	596	579	2.6.1
2026-06-06 21:36	KD3CCO	FN10cs	W4BLD	EL98gw	14.097179	10	-16	0	1357	195	WSPR2	136	74	2.2.159
2026-06-06 21:36	KD3CCO	FN10cs	DC7TO	JO62qk	14.097096	10	-24	0	6611	45	WSPR2	661	208	RP_3.10
2026-06-06 21:36	KD3CCO	FN10cs	PA0SLT/5	JO33kg	14.097095	10	-7	0	6178	46	WSPR2	618	494	web-888
2026-06-06 21:36	KD3CCO	FN10cs	KE0CGB	EM27xp	14.097104	10	-10	0	1440	261	WSPR2	144	103	v1.2.103
2026-06-06 21:36	KD3CCO	FN10cs	LX2JV	JN29vt	14.097095	10	-27	0	6271	50	WSPR2	627	143	web-888
2026-06-06 21:36	KD3CCO	FN10cs	PA11674SWL	JO21it	14.097096	10	-17	0	6109	48	WSPR2	611	314	v1.2.115
2026-06-06 21:36	KD3CCO	FN10cs	DC1SAF	JN48lm	14.097094	10	0	0	6541	51	WSPR2	654	654	3.0.1
2026-06-06 21:36	KD3CCO	FN10cs	VE7AFV	CN89of	14.097107	10	-20	0	3603	300	WSPR2	360	154	2.2.156
2026-06-06 21:36	KD3CCO	FN10cs	EI4ACB	IO62xx	14.097203	10	-25	0	5380	50	WSPR2	538	154	RP125-14
2026-06-06 21:36	KD3CCO	FN10cs	N9AWU	EM69sm	14.097096	10	-1	0	749	262	WSPR2	75	73	web-888
2026-06-06 21:36	KD3CCO	FN10cs	DK1CC	JN49ec	14.097054	10	-20	0	6473	50	WSPR2	647	277	
2026-06-06 21:36	KD3CCO	FN10cs	DF8OE	JO42jr	14.097148	10	-23	0	6320	46	WSPR2	632	217	
2026-06-06 21:36	KD3CCO	FN10cs	YU1DGH	KN03wh	14.097132	10	-8	0	7692	50	WSPR2	769	593	2.6.1
2026-06-06 21:36	KD3CCO	FN10cs	VO1CBL	GN37fn	14.097101	10	2	0	2066	60	WSPR2	207	219	2.7.0
2026-06-06 21:36	KD3CCO	FN10cs	G0KTN	IO81ti	14.097114	10	-5	0	5673	51	WSPR2	567	486	SparkSDR
2026-06-06 21:36	KD3CCO	FN10cs	WA9FIO	EN43jt	14.097103	10	0	0	1153	291	WSPR2	115	115	2.6.1
2026-06-06 21:36	KD3CCO	FN10cs	M9PSY-2	IO86ha	14.097096	10	-25	0	5456	45	WSPR2	546	156	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	W5WTH	EM10bj	14.097108	10	-23	0	2144	244	WSPR2	214	73	2.6.1
2026-06-06 21:36	KD3CCO	FN10cs	KK7VNR	CN87ut	14.097072	10	-19	0	3575	298	WSPR2	358	164	v1.2.100
2026-06-06 21:36	KD3CCO	FN10cs	W6EXT	CM87wi	14.097099	10	-12	0	3806	279	WSPR2	381	250	3.0.0
2026-06-06 21:36	KD3CCO	FN10cs	KI4TWB/0	EM72hp	14.097112	10	-11	0	1127	219	WSPR2	113	77	3.0.0
2026-06-06 21:36	KD3CCO	FN10cs	NN0V	EN42ba	14.097102	10	-4	0	1182	281	WSPR2	118	105	2.7.0
2026-06-06 21:36	KD3CCO	FN10cs	PA0MLC	JO31aw	14.097103	10	-8	0	6187	48	WSPR2	619	478	2.7.0
2026-06-06 21:36	KD3CCO	FN10cs	DL4RU	JN69cr	14.097113	10	-10	0	6684	48	WSPR2	668	477	2.5.4
2026-06-06 21:36	KD3CCO	FN10cs	W7TEG	CN88gc	14.097096	10	-12	0	3660	298	WSPR2	366	241	web-888
2026-06-06 21:36	KD3CCO	FN10cs	WE6Z	CM98mn	14.097105	10	-18	0	3666	281	WSPR2	367	178	SparkSDR
2026-06-06 21:36	KD3CCO	FN10cs	KF4UOD	EM73	14.097108	10	-9	-1	1034	221	WSPR2	103	77	2.6.1
2026-06-06 21:36	KD3CCO	FN10cs	HA3PG	JN96db	14.097152	10	-21	0	7284	49	WSPR2	728	291	v1.2.115
2026-06-06 21:36	KD3CCO	FN10cs	GW0KIG	IO81hr	14.097097	10	-20	0	5594	51	WSPR2	559	240	1.4A Kiwi
2026-06-06 21:36	KD3CCO	FN10cs	SM4GTV	JP70ld	14.097097	10	-15	0	6310	36	WSPR2	631	361	2.7.0-rc3
2026-06-06 21:36	KD3CCO	FN10cs	SP8MK	KO11kh	14.097104	10	-19	0	7231	43	WSPR2	723	331	v1.2.114
2026-06-06 21:36	KD3CCO	FN10cs	K9SWX	EN50uc	14.0971	10	-22	0	891	269	WSPR2	89	33	v1.2.115
2026-06-06 21:36	KD3CCO	FN10cs	KD2M	EL87sg	14.097096	10	5	0	1561	197	WSPR2	156	178	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	DN9DSF	JN59mu	14.097096	10	-18	0	6604	48	WSPR2	660	321	web-888
2026-06-06 21:36	KD3CCO	FN10cs	ON7OP	JO20fj	14.097096	10	-13	0	6157	50	WSPR2	616	387	3.0.0
2026-06-06 21:36	KD3CCO	FN10cs	GM0DHD	IO85gw	14.097098	10	1	0	5453	46	WSPR2	545	561	3.0.0-rc1
2026-06-06 21:36	KD3CCO	FN10cs	KD7HGL	CN87ts	14.0971	10	-18	0	3582	298	WSPR2	358	174	SparkSDR
2026-06-06 21:36	KD3CCO	FN10cs	DK0KK	JO30fk	14.097095	10	-12	0	6284	49	WSPR2	628	413	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	F5HNK	JN08xq	14.097105	10	-21	0	6070	53	WSPR2	607	243	2.6.1
2026-06-06 21:36	KD3CCO	FN10cs	NG5P	EM34vt	14.097116	10	-3	0	1427	247	WSPR2	143	131	SparkSDR
2026-06-06 21:36	KD3CCO	FN10cs	AC7IJ	CN87vu	14.097093	10	-22	0	3569	298	WSPR2	357	133	2.7.0
2026-06-06 21:36	KD3CCO	FN10cs	DG1GAC	JN68bm	14.097107	10	-22	0	6745	49	WSPR2	675	251	v1.2.115
2026-06-06 21:36	KD3CCO	FN10cs	WW6D	CM88pk	14.097096	10	-26	0	3815	281	WSPR2	382	98	3.0.0
2026-06-06 21:36	KD3CCO	FN10cs	OE3GBB	JN87aq	14.097095	10	4	0	7042	49	WSPR2	704	784	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	SQ3H	JO82kq	14.097096	10	-8	0	6803	44	WSPR2	680	525	web-888
2026-06-06 21:36	KD3CCO	FN10cs	YT2DT	KN03qn	14.097132	10	-23	0	7643	50	WSPR2	764	262	v1.2.110
2026-06-06 21:36	KD3CCO	FN10cs	KI7LBC	CN87tt	14.097101	10	-20	0	3582	298	WSPR2	358	153	2.8.0
2026-06-06 21:36	KD3CCO	FN10cs	DL3EL	JO40hd	14.097123	10	-2	0	6436	49	WSPR2	644	607	SparkSDR
2026-06-06 21:36	KD3CCO	FN10cs	LY3FF-11	KO25ha	14.097095	10	-21	0	7093	39	WSPR2	709	284	v1.2.112
2026-06-06 21:36	KD3CCO	FN10cs	GI3VAF	IO74	14.097112	10	-22	0	5398	48	WSPR2	540	201	2.2.2
2026-06-06 21:36	KD3CCO	FN10cs	M9PSY-1	IO86ha	14.097096	10	-15	0	5456	45	WSPR2	546	312	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	GM4JRT	IO85jw	14.097096	10	-22	0	5468	46	WSPR2	547	203	web-888
2026-06-06 21:36	KD3CCO	FN10cs	DG9LAY	JO41gx	14.097105	10	-19	0	6341	47	WSPR2	634	290	3.0.0
2026-06-06 21:36	KD3CCO	FN10cs	KD6MXY	DN42	14.097081	10	-14	0	2753	285	WSPR2	275	165	rtlsdr-056
2026-06-06 21:36	KD3CCO	FN10cs	PE1RZM	JO33lh	14.097096	10	-28	0	6182	46	WSPR2	618	124	web-888
2026-06-06 21:36	KD3CCO	FN10cs	LA3JJ	JO59dn	14.097097	10	-11	0	6098	38	WSPR2	610	418	2.7.0
2026-06-06 21:36	KD3CCO	FN10cs	W4FG	EM78qv	14.097143	10	-3	0	619	253	WSPR2	62	57	rtlsdr-056
2026-06-06 21:36	KD3CCO	FN10cs	F4LIY	JO20bb	14.097087	10	-14	0	6151	51	WSPR2	615	369	2.7.0
2026-06-06 21:36	KD3CCO	FN10cs	KR4IRP	EM64	14.097108	10	-4	0	1073	232	WSPR2	107	95	3.1.0
2026-06-06 21:36	KD3CCO	FN10cs	KL0W	DN41	14.097098	10	-18	0	2769	283	WSPR2	277	135	3.0.1
2026-06-06 21:36	KD3CCO	FN10cs	M0XDC	JO01dq	14.097097	10	-8	0	5833	50	WSPR2	583	450	2.7.0-rc7
2026-06-06 21:36	KD3CCO	FN10cs	G0TCD	IO91vx	14.097098	10	-14	0	5789	50	WSPR2	579	347	2.7.0
2026-06-06 21:36	KD3CCO	FN10cs	VE6JY	DO33or	14.097104	10	2	0	2967	311	WSPR2	297	314	2.7.1-deve
2026-06-06 21:36	KD3CCO	FN10cs	PD0JEW	JO22pe	14.097098	10	-14	0	6129	48	WSPR2	613	368	3.1.0
2026-06-06 21:36	KD3CCO	FN10cs	NY4Q	EM84am	14.097097	10	-14	0	881	220	WSPR2	88	53	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	KG7LR	DN30	14.097095	10	-9	0	2955	281	WSPR2	296	220	2.7.0
2026-06-06 21:36	KD3CCO	FN10cs	DK8AF	JN59ms	14.097069	10	-9	0	6609	49	WSPR2	661	491	3.0.1
2026-06-06 21:36	KD3CCO	FN10cs	DL1XH	JO43lw	14.097097	10	-18	0	6273	45	WSPR2	627	305	1.4A Kiwi
2026-06-06 21:36	KD3CCO	FN10cs	EI4HQ	IO51uu	14.097095	10	8	0	5266	52	WSPR2	527	647	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	KD2M-2	EL87sg	14.097094	10	7	0	1561	197	WSPR2	156	187	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	F5AHD	JN37ro	14.097116	10	-11	0	6490	52	WSPR2	649	445	SparkSDR
2026-06-06 21:36	KD3CCO	FN10cs	KG6IQH/SDR	CM96bn	14.0971	10	-19	-1	3815	278	WSPR2	382	175	2.6.1
2026-06-06 21:36	KD3CCO	FN10cs	ON5HB	JO21oc	14.097096	10	-5	0	6173	49	WSPR2	617	529	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	SV1BTL	KM18va	14.097097	10	-3	0	8183	54	WSPR2	818	748	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	PA0SLT/J	JO21jo	14.097095	10	-22	0	6124	49	WSPR2	612	227	web-888
2026-06-06 21:36	KD3CCO	FN10cs	PF1B	JO22jp	14.097096	10	-23	0	6078	48	WSPR2	608	208	web-888
2026-06-06 21:36	KD3CCO	FN10cs	AK6RI-1	CM87xi	14.097096	10	-23	0	3799	279	WSPR2	380	130	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	K5JBT	EL29ds	14.097119	10	-5	0	2028	239	WSPR2	203	174	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	G3WPD	IO91qq	14.097095	10	-25	0	5774	50	WSPR2	577	165	2.8.0
2026-06-06 21:36	KD3CCO	FN10cs	N7QXB	DN40cq	14.097095	10	-17	0	2847	281	WSPR2	285	147	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	G4WNC-1	IO90cu	14.097079	10	-16	0	5730	51	WSPR2	573	311	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	WT8P	CN97an	14.097096	10	-20	0	3553	297	WSPR2	355	152	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	F4VTQ/U	JN28ux	14.097101	10	-9	0	6305	51	WSPR2	631	469	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	VE4EV	EN19lu	14.097095	10	-1	0	1804	310	WSPR2	180	175	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	PH5HP	JO23wf	14.097168	10	-20	0	6119	47	WSPR2	612	262	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	PD2RPS	JO22vw	14.097172	10	-21	0	6127	47	WSPR2	613	245	UberSDR
2026-06-06 21:36	KD3CCO	FN10cs	N6GN4	DN70ll	14.097096	10	-10	0	2291	278	WSPR2	229	164	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	VE7LGN	CO90ln	14.097096	10	-4	0	3477	303	WSPR2	348	308	1.4A Kiwi
2026-06-06 21:36	KD3CCO	FN10cs	KD7EFG-1	DN31uo	14.097096	10	5	0	2869	283	WSPR2	287	328	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	DP0POL	JO43gn	14.097123	10	-13	0	6266	45	WSPR2	627	394	
2026-06-06 21:36	KD3CCO	FN10cs	DK8FT	JN58oe	14.097096	10	-5	0	6704	50	WSPR2	670	574	
2026-06-06 21:36	KD3CCO	FN10cs	KK4NLK	EM84bf	14.097112	10	-14	1	903	218	WSPR2	90	54	v1.2.102
2026-06-06 21:36	KD3CCO	FN10cs	OE3GBB/Q	JN87aq	14.097096	10	4	0	7042	49	WSPR2	704	784	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	K9DZT	EN52wx	14.097094	10	11	0	889	289	WSPR2	89	117	WD_3.3.2-2
2026-06-06 21:36	KD3CCO	FN10cs	HB9VQQ/RS	JN47kh	14.097099	10	7	0	6599	52	WSPR2	660	792	WD_3.3.2-2
